"Date","Price","Open","High","Low","Vol.","Change %"
"12-05-2002","3,333.76","3,436.87","3,458.58","3,310.86","47.29M","-2.84%"
"05-05-2002","3,431.32","3,386.01","3,478.02","3,372.24","44.64M","1.50%"
"28-04-2002","3,380.61","3,372.94","3,385.22","3,296.88","36.47M","0.26%"
"21-04-2002","3,371.70","3,364.18","3,421.88","3,332.74","49.69M","0.22%"
"14-04-2002","3,364.40","3,514.01","3,533.02","3,359.24","56.08M","-4.17%"
"07-04-2002","3,510.90","3,502.09","3,521.42","3,447.78","64.26M","0.30%"
"31-03-2002","3,500.57","3,482.94","3,538.49","3,458.85","67.39M","0.90%"
"24-03-2002","3,469.35","3,517.36","3,566.08","3,454.27","35.83M","-1.33%"
"17-03-2002","3,516.11","3,633.37","3,663.40","3,506.55","44.97M","-2.81%"
"10-03-2002","3,617.68","3,675.26","3,675.26","3,522.91","63.19M","-1.07%"
"03-03-2002","3,656.77","3,734.04","3,758.27","3,585.83","92.11M","-0.60%"
"24-02-2002","3,678.75","3,610.21","3,758.11","3,537.19","116.16M","2.07%"
"17-02-2002","3,604.08","3,611.32","3,652.76","3,542.06","84.14M","0.06%"
"10-02-2002","3,602.02","3,500.41","3,612.83","3,480.10","92.03M","3.09%"
"03-02-2002","3,493.92","3,336.17","3,514.75","3,290.00","111.79M","4.80%"
"27-01-2002","3,333.92","3,338.37","3,363.17","3,275.58","96.09M","0.05%"
"20-01-2002","3,332.30","3,370.50","3,402.92","3,326.02","92.91M","-1.33%"
"13-01-2002","3,377.05","3,373.69","3,446.92","3,309.97","111.97M","0.42%"
"06-01-2002","3,362.88","3,377.13","3,466.73","3,298.85","116.41M","-0.38%"
"30-12-2001","3,375.74","3,186.82","3,393.66","3,186.82","80.76M","6.01%"
"23-12-2001","3,184.44","3,227.30","3,262.92","3,100.57","49.95M","-1.58%"
"16-12-2001","3,235.49","3,362.67","3,384.66","3,218.93","54.46M","-3.52%"
"09-12-2001","3,353.60","3,445.22","3,468.19","3,308.86","72.82M","-2.41%"
"02-12-2001","3,436.37","3,301.05","3,500.20","3,271.55","88.04M","4.53%"
"25-11-2001","3,287.56","3,262.93","3,377.81","3,262.93","68.68M","1.09%"
"18-11-2001","3,252.20","3,211.26","3,326.76","3,205.46","99.78M","2.26%"
"11-11-2001","3,180.23","3,084.42","3,195.52","3,059.42","49.94M","3.27%"
"04-11-2001","3,079.67","3,058.11","3,109.26","3,006.97","93.67M","0.89%"
"28-10-2001","3,052.60","3,028.71","3,100.29","2,942.49","85.31M","1.01%"
"21-10-2001","3,022.16","3,025.03","3,083.65","2,993.89","82.18M","0.18%"
"14-10-2001","3,016.84","2,951.69","3,050.07","2,940.08","94.21M","1.94%"
"07-10-2001","2,959.39","2,767.93","2,989.63","2,718.41","96.72M","5.21%"
"30-09-2001","2,812.90","2,817.74","2,826.16","2,742.85","84.11M","0.05%"
"23-09-2001","2,811.60","2,627.25","2,830.35","2,613.53","110.29M","8.13%"
"16-09-2001","2,600.12","2,758.16","2,817.48","2,594.87","109.41M","-8.13%"
"09-09-2001","2,830.12","3,224.90","3,224.90","2,770.24","74.01M","-11.51%"
"02-09-2001","3,198.40","3,245.71","3,267.93","3,166.97","63.64M","-1.43%"
"26-08-2001","3,244.95","3,318.44","3,337.94","3,241.12","48.71M","-1.83%"
"19-08-2001","3,305.51","3,287.69","3,316.33","3,271.54","40.07M","0.27%"
"12-08-2001","3,296.71","3,321.19","3,359.07","3,283.44","43.57M","-0.59%"
"05-08-2001","3,316.21","3,323.36","3,356.34","3,279.62","43.01M","-0.28%"
"29-07-2001","3,325.38","3,255.92","3,346.21","3,249.46","65.47M","2.27%"
"22-07-2001","3,251.53","3,340.89","3,340.91","3,241.66","37.00M","-2.67%"
"15-07-2001","3,340.75","3,453.63","3,478.11","3,331.42","62.03M","-3.28%"
"08-07-2001","3,453.99","3,290.85","3,513.79","3,260.68","65.52M","4.48%"
"01-07-2001","3,305.78","3,480.06","3,487.00","3,286.74","53.90M","-4.37%"
"24-06-2001","3,456.78","3,378.17","3,474.71","3,287.94","84.23M","2.22%"
"17-06-2001","3,381.76","3,368.68","3,427.75","3,295.34","68.05M","0.26%"
"10-06-2001","3,372.94","3,507.34","3,525.04","3,360.11","74.16M","-3.52%"
"03-06-2001","3,495.84","3,565.88","3,590.56","3,395.52","92.34M","-1.74%"
"27-05-2001","3,557.64","3,663.06","3,759.96","3,555.74","124.90M","-2.79%"
"20-05-2001","3,659.81","3,656.09","3,709.18","3,630.03","99.49M","0.13%"
"13-05-2001","3,655.03","3,552.55","3,700.88","3,420.14","108.25M","2.68%"
"06-05-2001","3,559.77","3,562.97","3,629.65","3,539.46","105.78M","1.29%"
"29-04-2001","3,514.59","3,459.51","3,586.64","3,440.71","76.17M","2.68%"
"22-04-2001","3,422.76","3,583.42","3,651.79","3,357.83","118.23M","-4.47%"
"15-04-2001","3,583.04","3,172.15","3,621.03","3,096.51","141.12M","12.54%"
"08-04-2001","3,183.77","3,570.53","3,579.24","3,120.13","92.26M","-10.97%"
"01-04-2001","3,576.00","3,491.41","3,676.82","3,436.33","69.99M","-0.79%"
"25-03-2001","3,604.38","3,640.47","3,799.68","3,589.93","71.68M","-0.85%"
